"ExptID","TimePoint","ExpTime","TreatCode","ChamberID","UrchinID","Rate","MSRate","MSProp","plotGrp"
"FL08","T13",55.5,"Ambient","S3","CU42",1.16385832444881,0.741311034680772,1.09239844620053,"Ambient-P3"
"FL08","T13",55.5,"Ambient","S4","CU43",0.622485533930065,0.768500659172919,0.990912975420642,"Ambient-P3"
"FL08","T13",55.5,"Ambient","S5","CU44",0.952617101414394,0.750092205838106,1.03396202957636,"Ambient-P3"
"FL08","T13",55.5,"Ambient","S6","CU45",0.706567925079698,0.535278731120983,1.00582619790349,"Ambient-P3"
"FL08","T14",58.5,"Ambient","S1","CU40",0.72078369868718,0.632266402357176,1.13307552836697,"Ambient-P3"
"FL08","T14",58.5,"Ambient","S2","CU41",0.979873884845963,0.74232870064088,1.08771599809464,"Ambient-P3"
"FL08","T14",58.5,"Ambient","S3","CU42",1.16413606963828,0.741487942444766,1.09265913807947,"Ambient-P3"
"FL08","T14",58.5,"Ambient","S4","CU43",0.594195119997883,0.73357422221961,0.945878453785368,"Ambient-P3"
"FL08","T14",58.5,"Ambient","S5","CU44",0.996709549325538,0.784810668760268,1.08181957576517,"Ambient-P3"
"FL08","T14",58.5,"Ambient","S6","CU45",0.682670402321944,0.517174547213594,0.971807169298373,"Ambient-P3"
"FL08","T15",61.5,"Ambient","S1","CU40",0.739943039289788,0.64907284148227,1.16319410626489,"Ambient-P3"
